doc_id,sentence
120,It will improve access to justice and accordingly fair trial.
120,Do you think that ODR processes and procedures could work within the civil justice system?
120,"CDCJ(2018) 5 88 Pablo Cortes , Prof in Civil Justice at Leicester Law School."
120,Pablo is a chair in Civil Justice at Leicester Law School.
120,He is a fellow of the National Centre for Technology and Dispute Resolutions (University of Massachusetts) and a member of the Online Dispute Resolution (ODR) Taskforce of the International Mediation Ins titute and of the ODR Advisory Group of the Civil Justice Council.
120,"Definitely, it will e nhance access to justice in case the mechanism has been designed properly."
120,"In general, it ’s not a problem, it’s an access to justice."
120,In e -justice Czech Republic is in a low position.
120,We have to give access to justice online to people in villages.
120,Do you think that ODR processes and procedures could work within the civil justice CDCJ(2018) 5 92 system?
120,There was a project in Soviet Union aimed to create machine justice – computer that was supposed to resolve disputes.
120,In 2001 the Minister of Justice had a plan – Phoenix system – online dispute resolution.
120,"But this week, the Minister of Justice announced the new system – JustOn."
120,Unique system for the consumer and civil justice system.
120,Do you think that ODR processes and procedur es could work within the civil justice system?
120,Do you see risks that certain individuals (with physical or mental disabilities/sight problems/ socially disadvantaged/the elderly) will find it more difficult to obtain access to justice?
120,"For instance, the Minister of Justice presented the plan to introduce AI court for dispute in regard to fines for illegal parking."
120,Looking at civil litigation and the administrative courts (not the criminal courts and criminal justice system) Two aspects: 1) use of ODR techniques in the COURTS and 2) possible interface between the courts and Alternative Dispute Resolution (ADR)/ Online Dispute Resolution (ODR).
120,"I have been personally involved and have led multiple ODR initiatives in BC, including:  Development of Consumer Protection BC ODR consumer pilot in 2011 with Modria  Development of Property Assessment Appeal Board (an administrative tribunal) ODR initiative beginning in 2011 with Modria  Development of the Civil Resolution Tribunal (CRT) (an online administrative tribunal with civil jurisdiction) in 2011  Instructed the drafters on legislation to make ODR part of the body of law in BC and to create the authority for the CDCJ(2018) 5 98 CRT in 2011 -2012  Participated in the design for the technology and processes for the CRT beginning in 2012 (ongoing)  Drafted the CRT rules of procedure 2015 -2016  Led the knowledge engineering work for the CRT Solution Explorer ODR expert system (similar to phase 1 of the proposed online courts for Eng & W)  Former CDN delegate to th e United Nations Commission on International Trade Law ODR working group  Instructed Legal Information Technology law school courses at the University of Victoria and Osgoode Hall (York U) law schools, including a multi -week ODR simulation involving student s from Canada, the US and England  Currently co -instructing knowledge engineering courses at Thompson Rivers University and University of Ottawa Law Schools  Participated in one of the Civil Justice Council ODR Working Group meetings in London, provided on a nd off consultation with individual members, HMCS representatives and judiciary.  Consulted with Lord Justice Briggs leading up to his reports on ODR  Part of a team developing new ODR initiatives for BC that touch on other areas for administrative tribunal s, family justice other administration of justice issues More: http://darinthompson.ca/about/ II."
120,The CRT may be the only public system based ODR tribunal of its kind in the world - Ontario is planning to create a new “Condo Authority” that is apparently going to include ODR - There is also a low volume small claims O DR pilot led by the Vancouver -based Justice Education Society - The Vancouver -based Legal Services Society currently offers “MyLawBC” which is based on the Rechtwijzer and Modria platforms.
120,Are you aware of any ODR processes and procedures which have been integrated into the civil and administrative justice procedure?
120,"If so, do you think that ODR works in this regard? - The Property Assessment Appeal Board and the CRT, each mentioned above, are both deeply integrated into the civil/admin justice context."
120,"What is your prediction as to the ODR development in your country/ in general (5 or 10 years)? - I continue to be amazed at the inaction among lead ing justice stakeholders when it comes to conceptualizing and piloting ODR initiatives, let alone implementing them. - I can’t confidently say any new initiatives will reach the stage of piloting or implementation in the next 5 hears. - However, I know in BC that ODR has become “normalized” very deeply in a relatively short amount of time (5 years). - We had to “break the ice” and actually use ODR – even small scale initiatives – to make this happen."
120,"I have taken several from the concept phase to the implementation phase, covering the tech, legislation, rules, workflows, user -focused design work, evaluation and more, and am firmly convinced that ODR is an effective response to many of the challenges facing justice systems everywhere."
120,"In your opinion, what are the main issues regardi ng ODR’s influence on fair trial considerations (Article 6 of the European Convention of Human Rights)? - In a relative sense, I haven’t come across any specific ODR issues that have a more significant impact than those already found in the current court process. - I believe the “digital divide” is narrower than the gap in access to justice for most people."
120,"Do you see risks that certain individuals (with physical or mental disabilities/sight problems/ socially disadvantaged/the elderly) will find it more difficult to obtain access to justice? - Depending on the design of any ODR system, it’s a definite possibility."
120,"What impact will ODR and automation have on access to justice? - It can be both positive and negative 10 minutes CDCJ(2018) 5 102 - Careful user -focused design, user testing, consultation, ongoing user feedback collection, contin uous improvement, etc. can all contribute to making an ODR system superior to a traditional court or tribunal – but there’s not guarantee that this will happen merely by deciding to “do ODR” VI."
120,"While ODR is hard to define, it should be used more within the justice system."
120,"The current system is burdensome, and we should do more to ensure that there is access to justice and fairne ss."
120,Does the person who has access to technology and the skills to use it ha ve better access to justice than another person who does not have access to such technology?
120,Information might not be a good steward for justice.
120,"We could find out 10 years down the line, after an ODR system has been implemented, that companies who develop ed the platforms and software have used the system to gain an advantage through their control over information, and which has negative implications for the CDCJ(2018) 5 105 justice system."
120,Justice based kiosks.
120,"The introduction of technology into the justice system will not happen within the next 10 years, particularly in the USA."
120,There is a culture in the US that disputes should be resolved in person – this is the understanding of justice.
120,Face -to-face in is imbedded in the justice culture.
120,Arbitration provides a good opportunity to create own justice system.
120,"In justice system? – already is to some extent – law firms use it to determine settlement points, to think through information."
120,Otherwise issues may arise regarding access to justice.
120,Technology must make it easier but not to hinder access to justice.
120,Benefit to society – speedy justice .
120,ODR and change to the current justice system Impression on civil law jurisdiction embracing change to justice system by implementing ODR?
120,"There is a need to come with support from all stakeholders – judges, attorneys, politicians – have their say – is it good for justice?"
120,"Not against access to justice – adhere to this, not obliged to arbitrate can mediate."
120,He used aspects of Game Theory and notions of fairness and justice to develop these concepts about ODR.
120,Access to Justice ODR can definitely enhance access to justice.
120,Technology can provide people with access to justice who would not ordinarily or traditionally have had it.
120,"Summary John’s view is that ODR is a very useful tool to enhancing access to justice, ensuring efficiency and effectiveness in justice system."
120,"It can be used, if implemented correctly and ethically, to enhance access to justice and t o ensure justice is carried out effectively and efficiently."
120,"It is a fundamental aspect of justice that parties meet face -to-face when assessing each other’s cases, assessing ev idence and arguing their respective cases before court."
120,Shannon was initially involved with law from an administrative law perspective but was attracted to the potential use of ODR to address access to justice issues.
120,Bring the justice to where the system is.
120,There is no need to replicate the traditional court system which is not conducive to fairness and access to justice.
120,Access to justice – easier online.
121,"The benefit of establishing clear, common rules of criminal liability will benefit a proper administration o f justice."
121,In order to maintain good co-operation in criminal matters among the members of the Council of Europe several issues should be addressed including the question of how different approaches in testing and using auto mated vehicles can translate into “permissible risks” not criminali sed in domestic law (like the different uses o f technologies in cars) as well as the question of whether an auto mated vehicle may eventually have to answer the law as an e -person (similar to corporations as legal persons) or whether criminal justice is for “human persons ” only.
121,"It is foreseeable that any process to set regulatory standards in this area will also require input from a range of stakeholders, including, but not limited to: - Criminal justice system : o Prosecutors and investigators , o Trial courts , o Ministry of Justice / central administrations . - Education and academia : o Robotics engineers , o Ethicists, o Legal scholars (technology law, information law, criminal lawyers) . - Public authorities : o Regulatory agencies , o Publicly owned autonomous systems (civil, not military) , o Government infrastructural systems . - Private actors : o Robotics Manufacturers , o Programmers and Software developers , o Private companies , o AI researchers and development firms ."
123,"8 December 2020 CEPEJ(2020) 15Rev EUROPEAN COMMISSION FOR THE EFFIC IENCY OF JUSTICE (CEPEJ) Possible introduction of a mechanism for certif ying artificial intelligence tools and services in the sphere of justice and the judiciary : Feasibility S tudy In December 2018, the European Commission for the Efficiency of Justice (CEPEJ) adopt ed the Ethical Charter on the use of artificial intelligence in judicial systems and their environment ."
123,31 3 Feasibility st udy on the possible introduction of a mechanism for certif ying artificial intelligence tools and services Introduction Justice is not currently the preferred focus of companies that are innova ting in the field of artificial intelligence .
123,"The in -depth s tudy on the use of AI in judicial systems, notably AI applications processing judicial decisions and data , reprodu ced i n Appendix I to the CEPEJ Charte r6, defines the main categories of artificial intelligence in the sphere of justice for illustrative purposes as follows : - Advanced case -law search engines - Online dispute resolution , - Assistance in drafting deeds - Analysis (predictive, scales ), - Categorisation of contracts according to different criteria and detection of divergent or incompatible contractual clauses, - ""Chatbots "" to inform litigants or support them in their legal proceedings ."
123,"Two additional categories with strong ethics implications could also be discussed, namely algorithmic justice, which could be seen as comparable to the aforementioned category of ""online dispute resolution"", and tools for enhanced judges' decision -making , which could be linked to the ""Analys is"" category, still at an experimental stage chiefly geared to aid for determining damages and sanctions."
123,"Besides these considerations l inked to the categories of artificial intelligence and its state of technological advancement in terms of contextual learning, we should distinguish between AI applications in the justice sphere according to their functions and purposes ."
123,"Specifically in the judicial field where artificial intelligence tools provide aid for decision -making for judges, if, for example, the machine propose s a detention measure rather than a security measure, the defendant and society are entitled to demand an explanation for that choice if it guide s an official decision of justice."
123,The reasoning of decisions of justice demands a certain level of explainability.
123,The justice sphere has not been included in the areas listed for experimentation33.
123,"The sole reference to artificial intelligence in the justice sphere in this document is to be seen in a survey finding that only half of the respondents are comfortable with 26 Article 6, Regulation (EC) No 1980/2000 of the European Parliament and of the Council of 17 July 2000 on a revised Community eco -label award scheme."
123,"9 AI in the area of justice, compared to 80% in the area of transport ation34, which appears to have been the reason why it was exclu ded from the pilot experiments ."
123,"Among other things it hinges on the concept of Human rights by design , which serves as the key strategy line of the CEPEJ European Ethical Charter on the use of artificial intelligence in judicial systems. - Proportion ate processing of person al data (priv acy) and clear purpose s - Anonymisation of the parties and particip ants (physi cal individual s) and their counsels o Checking by consultation of data sets - Absence of evalu ation and class ification of physi cal individuals or legal entities on the basis of judicial decisions o Checking by consultation of the interface - Anonymisation of the name of the judge and the location of the court in decisions u sed for predictive justice ( with th e aim of avoiding forum shopping ) o Checking by consultation of data sets - Hermetic separation of artificial intelligence services having different purpos es (such as dissoci ating the search engine service from the aid for decision -making service) o Checking of databases and data sources used by each system - Right of access to the judge and the right to a fair trial - Presence of clear information indicating, where applicable, th at a report generated by an artificial intelligence system is not explainable ."
123,"If successfully applied to artificial intelligence in the sphere of justice, the human rights by design approach could be applied more widely to artificial intelligence systems used in other fields and could also potentially be tes ted in legislative processes, after enactment of legislation, to limit the need for the review of compatibility of domestic legislation with international conventions and treaties before courts of law."
123,"The use of artificial intelligence in the legal and judicial sphere represents an important societal challenge, particularly in the field of algorithmic justice."
123,"While technological advances may bring improvements to the judicial system, facilitate the work of legal professionals and improve access to justice and information for defendant s/litigants , increased vigilance is necessary in this sector which the European Commission descri bes as a high -risk sector."
123,"28 Appendixes Summary table of indicators and certification criteria Objective Criteria Assessment method Target AI category Proportionate processing of personal data Anonymisation of the parties and participants (physical individuals) and their counsels Consultation of data sets Unprocessed data All Absence of evaluation and classification of physical individuals or legal entities on the basis of judicial decisions Checking of interface Interface Connectionist Checking of database Limit forum shopping Anonymisation of the judge and the court ’s location in decisions used for predictive justice Consultation of data sets Unprocessed data Connectionist Clear purposes for processing Hermetic separation of artificial intelligence services Checking of databases and data sources used by each system Databases All Fair trial Information indicating to the judge and the defendant, if relevant that a report generated by an artificial intelligence system is not explainable (See also below : Defendant ’s/litigant's right to opt out of the use of artificial intelligence ) Checking of AI category and checking of existence and clarity of information (See also below : Checking of a notification system for the defendant ’s/litigant's decision and for effective redirection to conventional proceedings before a court within the meaning of A rticle 6 of the ECHR ) Learning model and interface Connectionist Judges’ independence in their decision making process Safeguard against the profiling of judges A/B testing checking of search results Search engine and processed data All Match between the criterion displayed and the actual pattern of classification of search results Auditing of search results Search engine All Transparency of weighting of criteria for multicriteria searches Checking of the existence of explanatory information and auditing of search results Interface and search engine All Verification by auditing of search results Checking of the existence of Interface and search engine All 29 Summary table of indicators and certification criteria Transparency of criteria used for searches by “relevance” explanatory information and auditing of search results Verification by auditing of search results Ethics and Human rights by design No human rights violation Report presenting decision trees and explaining how fundamental rights and freedoms are taken into account Report Symbolic No human rights violation Report presenting training data and methods and explaining how fundamental rights and freedoms are taken into account Report Connectionist Avoiding discrimination based on sensitive data Elimination of the tags that could be linked to parties ’ sensitive data (home address, income, family situation, registered capital) Checking by consultation of data sets Unprocessed data Not under public authority control A/B testing using information and tags that could be linked to sensitive data by changing, where applicable, one of the following parameters during each test: name, home address, income, family situation, registered capital, relevant specific contextual information, etc."
124,"Page 10 - Unboxing Artificial IntelligenceIf an AI system is used for interaction with individuals in the context of public services, especially justice, welfare, and healthcare, the user needs to be notified and the possibility of recourse to a professional upon request and without delay must be communicated."
130,"Mechanisms and processes in place should ensure that access to remedies is speedy and child-fr iendly, and provides appropriate redress to children.69 .S tates should ensure that in all cases access to courts or judicial review of administr ative remedies and other procedures are available, in line with the principles set out in the Guidelines of the Committee of Ministers of the Council of Europe on child-fr iendly justice (2010).7 0.S tates should, where appropriate, also provide children and/or their parents or legal representatives with non-judicial mechanisms, administrative or other means t o seek remedy, such as through ombudspersons for children and other national human rights institutions and data-protection authorities."
134,"Such committees may play an especially important role in areas where transparency and stakeholder engagement can be more difficult due to competing interests and rights , such as in the field s of predictive justice, crime prevention and detection ."
137,"Finally, AI raises many different sector -specific issues concerning the various AI fields of application (labour, justice administration, crime control, contract relationships , etc.) and the consequences of AI use (e.g. sustainability, environment impact , political impact etc.) , which must be addressed separately ."
137,"Where societal issues are significant , legal, ethical or sociological expertise , as well as domain specific knowledge , will be essential .46 Such committees may play an even more important role in areas where transparency and stakeholders’ engagement are difficult to achieve , such as predictive justice, crime detection or predictive policing ."
137,"5 Sector -specifi c issues AI has a significant impact on many sectors of our society and economy (e.g. predictive policing, justice, precision medicine, marketing , political propaganda) ."
137,“It’s Reducing a Human Being to a Percentage”; Perceptions of Justice in Algorithmic Decisions.
138,"Venice Commission :: Council of Europe EN FR Login Venice Commission Council of Europe Home The Council in brief Human Rights Democracy Rule of Law Organisation 46 Countries Topics Newsroom Council of Europe Human Rights and Rule of Law Venice Commission EN | FR | DE | IT | RU The Commission About us Types of activities Founding documents News Programme References Members Member states Individual members Map of member States Positions Statements Democratic institutions and fundamental rights Constitutional reforms Fundamental rights Democratic institutions Rule of law Judicial reforms Ombudsman Elections, referendums and political parties Council for Democratic Elections Conferences of Electoral Management Bodies Seminars and assistance Political parties VOTA database Council of Europe and elections Constitutional justice Regional co-operation Constitutional Courts CODICES E-Bulletin World Conference on Constitutional Justice Non-European Partners Southern Mediterranean Overview of activities Highlights by beneficiary Recent events UniDem Med Campus List of UniDem seminars Intercultural Workshops on Democracy Arabic Speaking EMBs Tunisia : support to independent bodies Central Asia Kyrgyzstan – support to electoral reform Central Asia Rule of Law Programme List of events Latin America Overview of activities Recent events Sub-commission on Latin America Main documents Statute Main reference documents Compilations of studies and opinions Annual reports Documents Opinions Ongoing opinions Follow-up Studies Recent documents access by: Countries Topics Series Language Search Web Resources Newsletter Publications Articles on the Commission Links Library Constitutions Contact us For the media Reset password CDL-AD(2019)016-eJoint Report of the Venice Commission and of the Directorate of Information Society and Action against Crime of the Directorate General of Human Rights and Rule of Law (DGI), on Digital Technologies and Elections, adopted by the Council of Democratic Elections at its 65th meeting (Venice, 20 June 2019) and by the Venice Commission at its 119th Plenary Session (Venice, 21-22 June 2019) Show related documents (1) Choose a year all 2019 CDL-AD(2019)016 French 07/02/2020 - Public Rapport conjoint de la Commission de Venise et de la Direction de la société de l’information et de la lutte contre la criminalité, Direction générale Droits de l’homme et État de droit (DGI) sur les technologies numériques et les élections, adopté par le Conseil des élections démocratiques lors de sa 65e réunion (Venise, 20 juin 2019) et par la Commission de Venise lors de sa 119e session plénière (Venise, 21-22 juin 2019) View in full screen Activities Human Rights and Rule of Law DemocracyWho we areHuman Rights Convention Council of Europe Treaties Press Multimedia NewsroomWeb TV Photo galleries Campaigns Useful links Employment Call for tenders Archives Archived web pages SitemapAmicaleAdministrative TribunalE-cards Contact us Secretary General & Deputy Secretary General Media Contacts External Offices Visit us Newsletters Patronage Form close Disclaimer - © Council of Europe 2014 - © photo credit - Webmaster Bookmarks Print RSS © Council of Europe 2007-2025"
14,"Also from Council of Europe, on 22 October, 2020, the Parliamentary Assembly of the Council of Europe (PACE) adopted seven reports concerning the impact of AI: the need for democratic governance of AI ​78 ​; the role of AI in policing and criminal justice systems ​79 ​; preventing discrimination caused by AI ​80 ​; ethical and legal frameworks for the research and development 78 See ​Need for democratic governance of artificial intelligence ​, available at https://pace.coe.int/en/files/28742/html ​."
14,"79 See ​Justice by algorithm - the role of artificial intelligence in policing and criminal justice systems ​, available at https://pace.coe.int/en/files/28723/html ​."
14,She further noted that: The deaths of George Floyd and countless others have prompted a transnational uprising against systemic racism in law enforcement [...] Part of the human rights response must include greater scrutiny of how the design and use of digital technologies is further entrenching this systemic racism. ​113 Achiume echoes much recent work on AI governance from a human rights perspective when she proclaims that ensuring racial justice and the protection of human rights will require prohibiting certain applications of AI.
14,"It was indicated that the question of red lines is under serious discussion on multiple sides, and that the possibility of a ban remains on the table, especially regarding so-called remote biometric identification systems, and the use of AI in sensitive domains such as criminal justice."
14,"44 Europe’s Approach to Artificial Intelligence: How AI Strategy is Evolving We have seen how even simple algorithms, such as that used in the UK’s A-Level grading fiasco, can amplify unfair and discriminatory outcomes and mobilize people to demand justice amid chants of “fuck the algorithm”​155 ​."
14,"Richard Benjamins, Observatorio del impacto social y ético de la inteligencia artificial (ODISEIA) Nuria Oliver, Commissioner for the President of the Valencian Region on AI Strategy and Data Science to fight COVID-19, Spain Brussels roundtable: Speakers Nuria Oliver, Commissioner for the President of the Valencian Region on AI Strategy and Data Science to fight COVID-19, Spain Krzysztof Izdebski, Policy Director of ePaństwo Foundation, Poland Meeri Haataja, CEO & co-founder of Saidot, Finland Friederike Reinhold, senior policy advisor for AlgorithmWatch, Germany Veronika Žolnerčíková, CyberSecurity & CyberCrime Center of Excellence at Masaryk University (C4E), Co-creator of Czech National strategy on AI, Czech Republic 47 Europe’s Approach to Artificial Intelligence: How AI Strategy is Evolving Karma Peiro, Data Journalist & Co-director of the Visualization and Transparency Foundation, Spain Sarah Chander, Senior Policy Advisor at European Digital Rights (EDRi), Belgium Hanna Zinner, Artificial Intelligence and Digital Industry, DG CNECT, European CommissionMarcel Kolaja, European Parliament Vice President and member of the Czech Pirate Party Andreas Hartl, Head of Division, Strategy Artificial Intelligence, Data Economy, Blockchain, Federal Ministry for Economic Affairs and Energy, Germany Audience Jim Dratwa, Team Leader, European Group on Ethics, European Commission Killian McDonagh Dit, Directorate-General for Justice and Consumers, European Commission Anna Moscibroda, Directorate General for Justice and Consumers, European Commission Zoi Kardasiadou, Directorate General for Justice and Consumers, European Commission Aimilia Givropoulou, assistant to MEP Patrick Breyer Anne van Heijst, assistant to MEP Liesje van Schreinemacher Despoina Riga, assistant to MEP Anna-Michelle Assimakopoulou Natalia Joanna Boniecka, assistant to MEP Andrzej Halicki Georgios Theodotou, assistant to MEP Elena Kountoura Matt Mahmoudi, Researcher/Advisor on Artificial Intelligence & Human Rights at Amnesty International Ella Jakubowska, Policy & Campaigns on biometrics at European Digital Rights 48 Europe’s Approach to Artificial Intelligence: How AI Strategy is Evolving Sample Agenda ​."
140,"A shared statement of civil rights concerns’, signed by 119 civil rights organisations in the US’ (2018) http://civilrightsdocs.info/pdf/criminal -justice/Pretrial -Risk-Assessment Full.pdf accessed on 4 October 2018."
140,"Binns et al., ‘‘It’s reducing a human being to a percentage ’; Perceptions of justice in algorithmic decisions ’, CHI 2018, April 21–26, 2018, Montréal, QC, Canada, https://dl.acm.org/citation.cfm?id=3173951 accessed 1 October 2018."
140,"Fredman S. ‘Intersectional discrimination in EU gender equality and non discrimination law, European network of legal ex perts in gender equality and non-discrimination’ (Report for European Commission, Directorate -General for Justice and Consumers), May 2016 https://publications.europa.eu/en/publication -detail/ -/publication/d73a9221 b7c3 -40f6-8414 -8a48a2157a2f/language -en accessed on 9 October 2018."
140,"Kilbertus N. et al., ‘Blind justice: Fairness with encrypted sensitive attributes’ (2018) Proceedings of the 35th International Conference on Machine Learning (ICML 2018)."
140,"Rieke A, Robinson DG and Yu H, ‘Civil rights, big data, and our algorithmic future: A September 2014 report on social justice and technology (Version 1.2), Washington, DC: Upturn, PDF version, https://bigdata.fairness.io accessed 1 October 2018."
140,"Taylor L, ‘What is data justice?"
141,"In 2019, Jobin and colleagues (2019) identified 84 published sets of ethical pr inciples for AI, which they concluded converged on five areas: transparency, justice and fairness, non-maleficence, responsibility and privacy."
141,"Violations can prevent people from enjoying their rights, but they do not st op the rights existing.f Human rights are essential: They are essential for freedom, justice and peace.3.1.2."
141,"Guidelines of the Committee of Ministers of the Council of Europe on child-friendly justice (2010), h ttps://rm.coe.int/16804b2cf3."
141,"(2019), Artificial intelligence: human rights, social justice and development , Global Information Society Watch 2019, Association for Progressive Communications.R ehak R."
142,"Merlin gets quite a few of the films correct, including other superhero movies like X Men: Apocalypse , Doctor Strange , and Batman v Supe rman: Dawn of Justice ."
142,"AI ethics can be viewed from several points: data protection, freedom of expression, cultural diversity, productivity and economics, social justice, individual’s happiness, human autonomy and uniqueness, stability of society and so on."
143,"125 List of abbreviations AGI Artificial general intelligence AI Artificial intelligence AI4SG AI fo r social good ANN Artificial neural networks AVMSD Audiovisual Media Services Directive CAN Creative Adversarial Network CDPA Copyright Designs and Patents Act CGI Computer -generated CJEU Court of Justice of the European Union CPU Traditional pr ocessors DNN Deep neural networks DSP Demand -side-platform EASA European Advertising Standards Alliance ECHR European Convention on Human Rights ECtHR European Court on Human Rights EDPB European Data Protection Board EGE European Group on Ethics in Science and New Technologies EPG Electronic programme guides EPRS European Parliamentary Research Service GAN Generative adversarial networks GDPR General Data Protection Regulation GPS General Problem Solver” GPU Graphics processor units IAB Interactive Advertising Bureau IP Intellectual Property IPR Intellectual Property Rights LT Logic Theorist (first reasoning program ) NLG Natural language generation NLP Natural language processing PSB Public service broadcasters ROI Return on investme nt RTB Real-time bidding SRO Advertising self -regulatory organisations SSP Supply -side platform SVM Support vector machines VFX Visual special effects WMFH Work -made -for-hire XAI Explainable AI ARTIFICIAL INTELLIGENCE IN THE AUDIOVISUAL SECTOR © European Audiovisual Observatory (Council of Europe) 20 20 Page 1 The black box As mentioned in the forewor d of this publication, AI is both a fascinating and scary development."
143,The Court of Justice of the European Union’s landmark Google Spain case180 encapsulates the paramount role that big tech c ompanies now play in the news field and their resistance to the laws governing it.
143,"175 Krishna A. , “IBM CEO’s Letter to Congre ss on Racial Justice Reform ”, 8 June 2020, https://www.ibm.com/blogs/policy/facial -recognition -susset -racial -justice -reforms/ ."
143,"Nevertheless, a human ‘author’ in the widest sense is always present, and must have the right to claim ‘authorship’ of the program”.443 In the Court of Justice of the European Union (CJEU) Painer case, Advocate Gene ral Verica Trstenjak stressed the same point by noting that “only human creations are therefore protected, which can also include those for which the person employs a technical aid, such as a camera”.444 National legislation of EU member states confirms this approach."
143,Justice Whitford assigned copyright protection for the automated output to the plaintiff and refused the notion that copyright in the work could be vested in the computer.
143,"In a judgment concerning photographs of screen star Marlene Di etrich (who had died several years prior) the Federal Court of Justice held that in any unauthorised exploitation of a picture, the owner of the personalit y right is entitled to compensation irrespective of the gravity of the infringement.697 7.4.2."
144,"They include: • risks of large-scale harm from malicious attacks • unethical system design or unintended system failure • loss of authentic, real and meaningful human contact • the chilling effect of data repurposing • the exercise of digital power without responsibility • the hidden privatisation of decisions about public values (including distributive justice) & • the exploitation of human labour to train algorithms."
144,"DGI(2019)05 2 9 by political actors and organisations seeking to tailor and target campaign messages to i ndividuals who are identified as most likely to be persuaded by them,64 and, increasingly, by cri minal justice authorities who seek to assess the ‘risk’ which particular individuals are al gorithmically identified as posing to public safety in order to make custody decisions about i ndividuals (whether criminal suspects or those convicted of criminal offences).65 It is in this socio-economic context that public anxieties have emerged concerning the societal e ffects of advanced digital technologies (including AI), particularly given the increasing use of d ata-driven profiling."
144,"Council of Europe Study 3 0 which organisations utilising these systems typically defend on the basis of that it prevents u sers from ‘gaming’ the s ystem.72 Accordingly, these systems risk interfering with rights to d ue process protected under Article 6 (including the presumption of innocence), particularly in ci rcumstances where the consequences for the affected individual are serious and life-li miting.73 Particularly worrying is the increasing use of AI systems in criminal justice contexts to inform custodial and sentencing decisions, primarily in the USA, although they are being take n up elsewhere (including the UK).74 Yet, as Hildebrandt has observed, we have become resi stant to the notion that the outcomes of an AI tool might be incorrect, incomplete or even i rrelevant with regard to potential suspects.75 ( b) The right to freedom of expression: Art 10 The operation of algorithmic profiling may significantly affect the Art 10 right to freedom of ex pression, which includes the right to receive and impart information, given the powerful i nfluence which global digital platforms now exert over our informational environment at both an individual and societal level."
144,"The Rathenau Institut endorses Hildebrandt’s vi ews, and has suggested that the Council of Europe consider establishing a framework of minimum norms to be taken into account wh en a ‘court’ (interpreted for this purpose as including all decision -making au thorities within the legal system, particularly those involved in making custody decisions concerning i ndividuals within the criminal justice system) uses AI – helping to prevent member states from devising th eir own individual frameworks which is likely to result in uneven and varying degrees of protection under A rt 6 ECHR provided by individual member states: Van Est and Gerritsen (2017) 42-43."
144,"DGI(2019)05 3 3 acute in relation to the use of machine learning techniques to inform custody and sentencing d ecisions within the US criminal justice system, due to allegations that such techniques o perate in ways that are substantially biased against black and other racial minorities.89 In respo nse to these concerns, a growing body of work concerned with devising technical ap proaches for countering such bias has emerged.902 .1.2 Societal risks associated with data-driven profiling Co ntemporary applications of data-driven profiling technologies may also undermine i mportant collective interests and values, only some of which fall within the scope of existing h uman rights protection."
144,108 Law enforcement applications of AI for individual profiling within the criminal justice system are especially t roubling.
144,"Yet, even in relation to AI sy stems that directly affect and interface with the public, citizens and other affected groups an d organisations will typically not be given any meaningful opportunity to participate in i dentifying these values or value trade-offs that these systems are configured to reflect.127 The u se of ML in risk-scoring systems used to evaluate the ‘recidivism risk’ of convicted criminals see king release from custody offers a vivid example: although the criminal justice system in co ntemporary democracies is founded on, and is expected to give effect to, several important cri minal justice values, these scoring systems have hitherto been designed to optimise only wi th one such value: public protection.128 As AI technologies become embedded as tools for o ptimising the efficiency of social coordination (such as smart navigation systems or smart i nfrastructure management, for example), they will inevitably make decisions that prioritise so me values over others and impact directly on individuals and groups, some of whom may b enefit and others who may not."
144,"In relation to c riminal justice risk assessment, see Selbst 2018 and Oswald et al 2018."
145,FAIR TRIAL AND DUE PROCESS The trend towards using automated processing techniques and algorithms in crime prevention and the criminal justice system is growing .
145,"While it is unclear how prevalent such decisions created by algorithms are in the criminal justice system generally, the mere potential of their use raises serious concerns with regard to Article 6 of the ECHR and the principle of equal ity of arms and adversarial proceedings as established by the European Court of Human Rights.5 Furthermore, algorithms are increasingly used in the context of the civil and criminal justice systems where artificial intelligence is being developed to event ually support or replace decision -making by human judges."
145,"51 See Laurel Eckhouse, “Big data may be reinforcing racial bias in the criminal justice system”, available at: https://www.washingtonpost.com/opinions/big -data-may-be-reinforcing -racial-bias-in-the-criminal -justice system/2017/02/10/d63de518 -ee3a-11e6-9973-c5efb7ccfb0d_story.html?utm_term=.720084735d73 (last visited on 25 September 2017) ; and ProPublica, Angwin, Julia, Surya Mattu, and Lauren Kirchner, “Machine Bias: There’s Softwar e Used Across the Country to Predict Future Criminals."
145,"At present t he public sector in Europe is employing automated decision -making in areas as diverse as social security, taxation, health care and the justice system (van Haastert 2016; Tufekci et al."
145,"Whether in the criminal justice, social media, healthcare, insurance or banking sector, to name just a few examples, each area will need specific regulatory responses to ensure greater transparency and accountability of automated data -processing and algorit hmic decision -making systems."
145,"Laurel Eckhouse, “Big data may be reinforcing racial bias in the crim inal justice system”, available at: https://www .washingtonpost.com/opinions/big -data-may-be-reinforcing -racial -bias-in-thecriminal -justice -system/2017/02/10/d63de518 -ee3a-11e6-9973c5efb7ccfb0d_story.html?utm_term=.720084735d73 ."
